10 MiB, 1 GiB, 10 GiB, 50 GiB,
0.000004,0.000732,0.005812,0.028369,
0.000007,0.000919,0.005921,0.026485,
0.000004,0.000679,0.005804,0.028767,
0.000005,0.000491,0.005863,0.028321,
0.000004,0.000730,0.005793,0.028982,
0.000004,0.000858,0.005727,0.029153,
0.000004,0.000871,0.006219,0.027404,
0.000004,0.000695,0.005528,0.028621,
0.000004,0.000892,0.005587,0.027407,
0.000004,0.000957,0.005776,0.026294,
0.000004,0.000800,0.005351,0.029115,
0.000005,0.000771,0.005855,0.027870,
0.000004,0.000717,0.005931,0.029781,
0.000005,0.000743,0.005863,0.029488,
0.000004,0.000590,0.005712,0.028528,
0.000004,0.000763,0.005543,0.028321,
0.000004,0.000811,0.005744,0.028699,
0.000003,0.000792,0.006051,0.028088,
0.000003,0.000717,0.005401,0.028110,
0.000004,0.000743,0.006048,0.028292,
0.000004,0.000879,0.005386,0.029878,
0.000007,0.000595,0.005535,0.031412,
0.000004,0.000760,0.005840,0.027393,
0.000004,0.000687,0.005583,0.027137,
0.000004,0.000760,0.005395,0.026486,
0.000004,0.000794,0.005784,0.028005,
0.000004,0.000540,0.005508,0.028482,
0.000004,0.000549,0.006159,0.026987,
0.000004,0.000754,0.005471,0.027351,
0.000004,0.000765,0.005654,0.027728,
0.000004,0.000716,0.006032,0.028790,
0.000004,0.000745,0.005955,0.028499,
0.000005,0.000687,0.005416,0.027148,
0.000004,0.000527,0.005606,0.026924,
0.000004,0.000816,0.005767,0.028294,
0.000003,0.000848,0.005773,0.026515,
0.000004,0.000784,0.005616,0.030266,
0.000005,0.000545,0.006212,0.031498,
0.000004,0.000692,0.006196,0.029061,
0.000005,0.000934,0.005302,0.028182,
0.000005,0.000707,0.005372,0.028154,
0.000004,0.000733,0.005840,0.028827,
0.000004,0.000707,0.007539,0.028007,
0.000004,0.000764,0.005872,0.027225,
0.000003,0.000917,0.005816,0.029708,
0.000005,0.000711,0.005780,0.027796,
0.000005,0.000812,0.009740,0.027295,
0.000004,0.000759,0.005725,0.040313,
0.000003,0.000900,0.005400,0.027077,
0.000004,0.000800,0.005804,0.026445,
0.000004,0.000704,0.005759,0.028283,
0.000004,0.000769,0.005390,0.027943,
0.000004,0.000888,0.005714,0.029685,
0.000004,0.000703,0.006878,0.029681,
0.000004,0.000856,0.005832,0.027558,
0.000004,0.000707,0.005395,0.029617,
0.000004,0.000639,0.005448,0.028439,
0.000005,0.000884,0.006085,0.030393,
0.000004,0.000745,0.005695,0.028864,
0.000004,0.001074,0.005727,0.029855,
0.000004,0.000783,0.005864,0.028277,
0.000004,0.000726,0.005895,0.028938,
0.000005,0.000730,0.006205,0.027701,
0.000004,0.000592,0.005528,0.030125,
0.000006,0.000926,0.005991,0.027826,
0.000004,0.000792,0.005430,0.027653,
0.000004,0.000573,0.005553,0.029717,
0.000005,0.000766,0.006492,0.028359,
0.000004,0.000738,0.005626,0.027236,
0.000003,0.000561,0.005363,0.026917,
0.000004,0.000795,0.005506,0.029092,
0.000004,0.000711,0.005468,0.028641,
0.000007,0.000921,0.005480,0.028510,
0.000003,0.000741,0.005574,0.029860,
0.000005,0.000889,0.006012,0.026457,
0.000004,0.000754,0.006123,0.026276,
0.000003,0.001160,0.005887,0.026596,
0.000004,0.000954,0.006164,0.029390,
0.000005,0.000795,0.005539,0.029560,
0.000004,0.000737,0.005710,0.026770,
0.000004,0.000724,0.005584,0.029119,
0.000009,0.000715,0.006753,0.028816,
0.000004,0.000685,0.005794,0.028970,
0.000004,0.000686,0.006288,0.026322,
0.000004,0.000673,0.005384,0.028314,
0.000004,0.000485,0.005394,0.029512,
0.000004,0.000888,0.005947,0.027251,
0.000004,0.000865,0.006007,0.029484,
0.000004,0.000698,0.005509,0.028523,
0.000004,0.000539,0.005802,0.026736,
0.000004,0.000774,0.005365,0.028423,
0.000004,0.000720,0.005345,0.028659,
0.000004,0.000688,0.005440,0.029874,
0.000006,0.000664,0.006588,0.029392,
0.000004,0.000881,0.005291,0.028878,
0.000004,0.000972,0.006290,0.026532,
0.000004,0.000713,0.005418,0.026615,
0.000004,0.000685,0.006331,0.028611,
0.000004,0.000591,0.006126,0.029969,
0.000005,0.000634,0.006260,0.036205,
0.000003,0.000727,0.005365,0.026902,
0.000004,0.000921,0.005351,0.026930,
0.000004,0.000708,0.005417,0.026957,
0.000004,0.000714,0.006025,0.027945,
0.000005,0.000928,0.006388,0.027287,
0.000004,0.000786,0.005559,0.028127,
0.000004,0.000978,0.005419,0.027784,
0.000004,0.000863,0.005643,0.028605,
0.000006,0.000744,0.005458,0.027980,
0.000005,0.000848,0.006301,0.029912,
0.000005,0.000850,0.005357,0.026656,
0.000004,0.000452,0.006122,0.028617,
0.000004,0.000730,0.005645,0.028433,
0.000004,0.000950,0.005788,0.029900,
0.000004,0.000684,0.005905,0.027488,
0.000003,0.000700,0.006207,0.029830,
0.000004,0.000942,0.006094,0.030025,
0.000004,0.000808,0.005724,0.027520,
0.000004,0.000809,0.006264,0.026938,
0.000004,0.000734,0.005928,0.027415,
0.000004,0.001003,0.005666,0.026441,
0.000004,0.000547,0.005578,0.027012,
0.000004,0.000768,0.006227,0.027876,
0.000004,0.000782,0.005330,0.026401,
0.000004,0.000793,0.005871,0.028130,
0.000005,0.000689,0.005975,0.026366,
0.000004,0.000737,0.005904,0.027567,
0.000004,0.000702,0.005330,0.028908,
0.000005,0.000566,0.005847,0.028905,
0.000004,0.000858,0.005922,0.029858,
0.000005,0.000705,0.005962,0.030840,
0.000004,0.000804,0.006137,0.026530,
0.000004,0.000536,0.006087,0.028664,
0.000004,0.000745,0.006005,0.027351,
0.000004,0.000881,0.006002,0.028291,
0.000004,0.000543,0.005719,0.028357,
0.000004,0.000849,0.005765,0.026712,
0.000004,0.000785,0.005340,0.027402,
0.000004,0.000735,0.005548,0.026391,
0.000004,0.000962,0.005981,0.028660,
0.000004,0.000945,0.005439,0.027442,
0.000005,0.000507,0.005961,0.029696,
0.000005,0.000804,0.005440,0.026265,
0.000004,0.000817,0.005607,0.027936,
0.000004,0.000921,0.006047,0.028288,
0.000004,0.000831,0.005317,0.029803,
0.000004,0.000584,0.006331,0.028149,
0.000004,0.000785,0.006357,0.028478,
0.000004,0.000982,0.007204,0.027723,
0.000005,0.000966,0.005324,0.025958,
0.000004,0.000754,0.005377,0.027754,
0.000005,0.000809,0.005811,0.026467,
0.000004,0.000771,0.005863,0.027845,
0.000005,0.001154,0.005952,0.026456,
0.000004,0.000673,0.006330,0.027065,
0.000004,0.000774,0.006021,0.026936,
0.000004,0.000731,0.005742,0.027977,
0.000005,0.000824,0.005363,0.045089,
0.000008,0.000844,0.005896,0.027379,
0.000005,0.000850,0.005372,0.026182,
0.000004,0.000826,0.006380,0.029118,
0.000005,0.000986,0.005907,0.027898,
0.000009,0.000438,0.006199,0.029357,
0.000005,0.000706,0.005879,0.028229,
0.000004,0.000688,0.005333,0.029423,
0.000005,0.000736,0.006161,0.028627,
0.000005,0.000867,0.005798,0.030516,
0.000005,0.000777,0.005495,0.027518,
0.000008,0.000784,0.005417,0.026684,
0.000004,0.000799,0.005743,0.029912,
0.000004,0.001071,0.005372,0.027591,
0.000005,0.000538,0.005396,0.028408,
0.000005,0.000690,0.005927,0.029532,
0.000004,0.000799,0.005396,0.029018,
0.000005,0.000743,0.005866,0.029304,
0.000005,0.000870,0.005280,0.029071,
0.000004,0.000553,0.005311,0.027638,
0.000004,0.000954,0.006472,0.029267,
0.000005,0.000544,0.005493,0.028849,
0.000005,0.000770,0.005848,0.026881,
0.000003,0.000764,0.005719,0.028833,
0.000005,0.000764,0.007182,0.029621,
0.000005,0.000739,0.005724,0.030278,
0.000004,0.000794,0.006996,0.027596,
0.000004,0.000790,0.005530,0.028376,
0.000004,0.000899,0.005940,0.028610,
0.000004,0.000670,0.005719,0.028820,
0.000004,0.000593,0.006103,0.028321,
0.000004,0.000698,0.005362,0.026586,
0.000004,0.000724,0.005825,0.028306,
0.000005,0.001019,0.005710,0.026051,
0.000003,0.000838,0.005982,0.029174,
0.000004,0.000952,0.005776,0.027770,
0.000005,0.000487,0.005979,0.028402,
0.000004,0.000964,0.005724,0.027198,
0.000004,0.000933,0.006740,0.028355,
0.000004,0.000813,0.005804,0.028748,
0.000003,0.000698,0.005933,0.028851,
0.000004,0.000733,0.006012,0.029944,
0.000005,0.000999,0.006308,0.028052,
0.000005,0.000912,0.005761,0.029634,
0.000005,0.000783,0.005357,0.030572,
0.000005,0.001108,0.005439,0.029788,
0.000005,0.000525,0.005498,0.029586,
0.000005,0.000815,0.005487,0.029813,
0.000003,0.000785,0.005859,0.028330,
0.000004,0.000927,0.005374,0.028950,
0.000004,0.000825,0.006148,0.027320,
0.000005,0.000601,0.005893,0.028565,
0.000003,0.000507,0.005616,0.027437,
0.000005,0.000577,0.006113,0.029041,
0.000004,0.000960,0.005908,0.029623,
0.000005,0.000791,0.006125,0.029907,
0.000004,0.000795,0.006159,0.028962,
0.000005,0.000794,0.005690,0.028822,
0.000005,0.000787,0.005499,0.027106,
0.000004,0.000572,0.005462,0.026561,
0.000004,0.000929,0.005457,0.026784,
0.000004,0.000747,0.005992,0.026174,
0.000004,0.000934,0.006040,0.028427,
0.000004,0.000737,0.005719,0.027057,
0.000005,0.000889,0.005299,0.026844,
0.000004,0.000782,0.005356,0.029075,
0.000004,0.000990,0.006093,0.029679,
0.000004,0.000888,0.006581,0.031114,
0.000004,0.000609,0.006697,0.028691,
0.000004,0.000546,0.006202,0.027499,
0.000004,0.001127,0.005902,0.029915,
0.000005,0.001099,0.006408,0.027106,
0.000004,0.000840,0.005597,0.029705,
0.000004,0.000844,0.006050,0.029975,
0.000004,0.000687,0.005570,0.026620,
0.000004,0.000922,0.005743,0.029308,
0.000005,0.001020,0.005541,0.028482,
0.000004,0.000813,0.005466,0.026352,
0.000004,0.000687,0.005955,0.029911,
0.000005,0.000739,0.006042,0.028766,
0.000004,0.001060,0.005806,0.028177,
0.000003,0.000577,0.005944,0.028504,
0.000004,0.000895,0.006291,0.028798,
0.000007,0.000787,0.005631,0.027838,
0.000005,0.000552,0.006313,0.029997,
0.000005,0.001075,0.005509,0.028490,
0.000004,0.000777,0.005425,0.027026,
0.000004,0.000962,0.005755,0.026436,
0.000004,0.000714,0.005400,0.026368,
0.000004,0.000689,0.005687,0.028618,
0.000004,0.000859,0.005782,0.029437,
0.000005,0.000592,0.006304,0.026283,
0.000004,0.000936,0.005827,0.029532,
0.000004,0.000997,0.005733,0.029218,
0.000005,0.000819,0.006070,0.027883,
0.000004,0.000843,0.005381,0.029498,
0.000005,0.000836,0.005751,0.028275,
0.000005,0.000578,0.005579,0.026993,
0.000004,0.000548,0.005849,0.029708,
0.000005,0.000741,0.005877,0.026426,
0.000003,0.001022,0.005909,0.029750,
0.000004,0.000904,0.005468,0.026399,
0.000004,0.000709,0.005330,0.029620,
0.000005,0.000936,0.005518,0.029551,
0.000004,0.000717,0.005954,0.030515,
0.000003,0.000818,0.005591,0.026641,
0.000004,0.000662,0.005548,0.026476,
0.000004,0.000566,0.005624,0.026975,
0.000004,0.000813,0.005658,0.027062,
0.000004,0.000767,0.005427,0.027925,
0.000008,0.000717,0.005913,0.029921,
0.000004,0.000764,0.005313,0.028771,
0.000004,0.000982,0.005873,0.029781,
0.000005,0.000814,0.005360,0.028483,
0.000004,0.000848,0.005438,0.034153,
0.000005,0.001157,0.007145,0.031116,
0.000005,0.000989,0.007606,0.031286,
0.000005,0.000729,0.006999,0.032180,
0.000005,0.000706,0.007037,0.030881,
0.000004,0.000962,0.007117,0.031874,
0.000005,0.000886,0.006524,0.032567,
0.000004,0.000562,0.005755,0.034006,
0.000005,0.001200,0.006668,0.033713,
0.000005,0.001053,0.007156,0.028605,
0.000005,0.000902,0.006278,0.029446,
0.000004,0.001404,0.008153,0.031004,
0.000004,0.000772,0.005982,0.029688,
0.000004,0.000737,0.005972,0.028853,
0.000004,0.000727,0.005918,0.029200,
0.000005,0.000497,0.006065,0.029516,
0.000005,0.000623,0.005690,0.027749,
0.000004,0.000905,0.005749,0.028569,
0.000004,0.000801,0.005797,0.029589,
0.000004,0.000825,0.006160,0.029320,
0.000005,0.001015,0.006247,0.030496,
0.000004,0.000833,0.005837,0.029179,
0.000004,0.000702,0.006078,0.029492,
0.000005,0.000953,0.006450,0.028212,
0.000004,0.000828,0.005412,0.028528,
0.000004,0.000569,0.005738,0.028669,
0.000004,0.000830,0.005744,0.030163,
0.000006,0.000790,0.005687,0.028751,
0.000003,0.000727,0.009118,0.030345,
0.000004,0.000853,0.005852,0.029397,
0.000003,0.000753,0.005559,0.029814,
0.000004,0.000906,0.006267,0.028472,
0.000004,0.000935,0.006107,0.029769,
0.000004,0.000402,0.005662,0.029691,
0.000008,0.000732,0.006113,0.028262,
0.000004,0.000692,0.005561,0.028601,
0.000005,0.001590,0.005642,0.030679,
0.000005,0.001047,0.005891,0.026685,
0.000004,0.000704,0.005400,0.027781,
0.000004,0.000763,0.005859,0.026875,
0.000004,0.000709,0.006125,0.025998,
0.000004,0.001036,0.005478,0.029744,
0.000005,0.000806,0.005488,0.026185,
0.000004,0.000564,0.007147,0.028232,
0.000004,0.000844,0.005812,0.027631,
0.000004,0.001045,0.005975,0.029533,
0.000004,0.000822,0.005800,0.030982,
0.000004,0.000753,0.006580,0.026052,
0.000005,0.000554,0.005942,0.027729,
0.000004,0.000921,0.005881,0.028510,
0.000004,0.000841,0.005432,0.029950,
0.000005,0.000698,0.005596,0.028933,
0.000004,0.000690,0.005355,0.028214,
0.000003,0.000878,0.005801,0.029621,
0.000004,0.000832,0.005879,0.029449,
0.000005,0.000699,0.005953,0.026969,
0.000004,0.001003,0.005415,0.026912,
0.000004,0.000880,0.005503,0.026716,
0.000004,0.000794,0.005703,0.030306,
0.000004,0.000899,0.005567,0.027667,
0.000004,0.000501,0.006203,0.028757,
0.000004,0.000855,0.006282,0.027929,
0.000004,0.000826,0.005844,0.047143,
0.000004,0.000466,0.005648,0.028586,
0.000004,0.000747,0.005810,0.028704,
